,Age,Attrition,DailyRate,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree
309,31,0,691,86,4821,10077,0,1,12,3,1,6,4,3,5,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
310,31,0,106,62,6410,17822,3,0,12,3,0,9,1,3,2,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
311,45,0,1249,97,5210,20308,1,0,18,3,1,24,2,3,24,9,9,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
312,31,0,192,32,2695,7747,0,1,18,3,1,3,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
313,33,0,553,74,11878,23364,6,0,11,3,2,12,2,3,10,6,8,8,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
314,39,0,117,99,17068,5355,1,1,14,3,0,21,3,3,21,9,11,10,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
315,43,0,185,33,2455,10675,0,0,19,3,0,9,5,3,8,7,1,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
316,49,0,1091,90,13964,17810,7,1,12,3,0,25,2,3,7,1,0,7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,52,1,723,85,4941,17747,2,0,15,3,0,11,3,2,8,2,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
318,27,0,1220,85,2478,20938,1,1,12,3,0,4,2,2,4,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
319,32,0,588,65,5228,24624,1,1,11,3,0,13,2,3,13,12,11,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
320,27,0,1377,74,4478,5242,1,1,11,3,0,5,3,3,5,4,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
321,31,0,691,73,7547,7143,4,0,12,3,3,13,3,3,7,7,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
322,32,0,1018,74,5055,10557,7,0,16,3,0,10,0,2,7,7,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
323,28,1,1157,84,3464,24737,5,1,13,3,0,5,4,2,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
324,30,0,1275,64,5775,11934,1,0,13,3,2,11,2,3,10,8,1,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
325,31,0,798,48,8943,14034,1,0,24,4,1,10,2,3,10,9,8,9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
326,39,0,672,54,19272,21141,1,0,15,3,1,21,2,3,21,9,13,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
327,39,1,1162,41,5238,17778,4,1,18,3,0,12,3,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
328,33,0,508,46,4682,4317,3,0,14,3,0,9,6,2,7,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
329,47,0,1482,42,18300,16375,4,0,11,3,1,21,2,3,3,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
330,43,0,559,82,5257,6227,1,0,11,3,1,9,3,4,9,7,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
331,27,0,210,73,6349,22107,0,1,13,3,1,6,0,3,5,4,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
332,54,0,928,31,4869,16885,3,0,12,3,0,20,4,2,4,3,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
333,43,0,1001,43,9985,9262,8,0,16,3,1,10,1,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,45,0,549,75,3697,9278,9,0,14,3,2,12,3,3,10,9,9,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
335,40,0,1124,57,7457,13273,2,1,22,4,3,6,2,2,4,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
336,29,1,318,77,2119,4759,1,1,11,3,0,7,4,2,7,7,0,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
337,29,0,738,30,3983,7621,0,0,17,3,0,4,2,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
338,30,0,570,30,6118,5431,1,0,13,3,3,10,2,3,10,9,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
339,27,0,1130,56,6214,3415,1,0,18,3,1,8,3,3,8,7,0,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
340,37,0,1192,61,6347,23177,7,0,16,3,2,8,2,2,6,2,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
341,38,0,343,92,11510,15682,0,1,14,3,1,12,3,3,11,10,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
342,31,0,1232,39,7143,25713,1,1,14,3,0,11,2,2,11,9,4,10,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
343,29,0,144,39,8268,11866,1,1,14,3,2,7,2,3,7,7,1,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,35,0,1296,62,8095,18264,0,0,13,3,0,17,5,3,16,6,0,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
345,23,0,1309,83,2904,16092,1,0,12,3,2,4,2,2,4,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
346,41,0,483,95,6032,10110,6,1,15,3,0,8,3,3,5,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
347,47,0,1309,99,2976,25751,3,0,19,3,0,5,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
348,42,0,810,44,15992,15901,2,0,14,3,0,16,2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
349,29,0,746,61,4649,16928,1,0,14,3,1,4,3,2,4,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
350,42,0,544,52,2696,24017,0,1,11,3,1,4,5,3,3,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
351,32,0,1062,75,2370,3956,1,0,13,3,1,8,4,3,8,0,0,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
352,48,0,530,91,12504,23978,3,0,21,4,1,15,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
353,37,0,1319,51,5974,17001,4,1,13,3,2,13,2,3,7,7,6,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
354,30,0,641,85,4736,6069,7,1,12,3,1,4,2,4,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
355,26,0,933,57,5296,20156,1,0,17,3,1,8,3,3,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
356,42,0,1332,98,6781,17078,3,0,23,4,0,14,6,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,21,1,756,99,2174,9150,1,1,11,3,0,3,3,3,3,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
358,36,0,845,45,6653,15276,4,0,15,3,0,7,6,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
359,36,0,541,48,9699,7246,4,0,11,3,1,16,2,3,13,9,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
360,57,0,593,88,6755,2967,2,0,11,3,0,15,2,3,3,2,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,40,0,1171,46,2213,22495,3,1,13,3,1,10,3,3,7,7,1,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
362,21,0,895,39,2610,2851,1,0,24,4,0,3,3,2,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
363,33,1,350,34,2851,9150,1,1,13,3,0,1,2,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
364,37,0,921,98,3452,17663,6,0,20,4,1,17,3,3,5,4,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
365,46,0,1144,30,5258,16044,2,0,14,3,0,7,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
366,41,1,143,56,9355,9558,1,0,18,3,0,8,5,3,8,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
367,50,0,1046,100,10496,2755,6,0,15,3,0,20,2,3,4,3,1,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,40,1,575,68,6380,6110,2,1,12,3,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
369,31,0,408,42,2657,7551,0,1,16,3,0,3,5,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
370,21,1,156,90,2716,25422,1,0,15,3,0,1,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
371,29,0,1283,54,2201,18168,9,0,16,3,0,6,4,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
372,35,0,755,97,6540,19394,9,0,19,3,0,10,5,3,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,27,0,1469,82,3816,17881,1,0,11,3,1,5,2,3,5,2,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
374,28,0,304,92,5253,20750,1,0,16,3,0,7,1,3,7,5,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
375,49,0,1261,31,10965,12066,8,0,24,4,0,26,2,3,5,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376,51,0,1178,87,4936,14862,4,0,11,3,1,18,2,2,7,7,0,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
377,36,0,329,96,2543,11868,4,0,13,3,1,6,3,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
378,34,1,1362,67,5304,4652,8,1,13,3,0,9,3,2,5,2,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
379,55,0,1311,97,16659,23258,2,1,13,3,0,30,2,3,5,4,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
380,24,0,1371,77,4260,5915,1,1,12,3,1,5,2,4,5,2,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
381,30,0,202,72,2476,17434,1,0,18,3,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
382,26,1,575,73,3102,6582,0,0,22,4,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
383,22,0,253,43,2244,24440,1,0,13,3,1,2,1,3,2,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,36,0,164,61,7596,3809,1,0,13,3,2,10,2,3,10,9,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
385,30,1,464,40,2285,3427,9,1,23,4,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
386,37,0,1107,95,3034,26914,1,0,12,3,1,18,2,2,18,7,12,17,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
387,40,0,759,46,5715,22553,7,0,12,3,2,8,5,3,5,4,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
388,42,0,201,95,2576,20490,3,0,16,3,1,8,5,3,5,2,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
389,37,0,1305,49,4197,21123,2,1,12,3,0,18,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
390,43,0,982,59,14336,4345,1,0,11,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
391,40,0,555,78,3448,13436,6,0,22,4,1,20,3,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
392,54,0,821,86,19406,8509,4,0,11,3,1,24,4,2,4,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
393,34,0,1381,72,6538,12740,9,0,15,3,1,6,3,3,3,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
394,31,0,480,31,4306,4156,1,0,12,3,1,13,5,1,13,10,3,12,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
395,43,0,313,61,2258,15238,7,0,20,4,1,8,1,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
396,43,0,1473,74,4522,2227,4,1,14,3,0,8,3,3,5,2,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397,25,0,891,99,4487,12090,1,1,11,3,0,5,3,3,5,4,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
398,37,0,1063,72,4449,23866,3,1,15,3,2,15,2,3,13,11,10,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
399,31,0,329,98,2218,16193,1,0,12,3,1,4,3,3,4,2,3,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
400,39,0,1218,52,19197,8213,1,1,14,3,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
401,56,0,906,86,13212,18256,9,0,11,3,3,36,0,2,7,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
402,30,0,1082,83,6577,19558,0,0,11,3,0,6,6,3,5,4,4,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
403,41,0,645,49,8392,19566,1,0,16,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
404,28,0,1300,79,4558,13535,1,0,12,3,1,10,2,3,10,0,1,8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
405,25,1,688,91,4031,9396,5,0,13,3,1,6,5,3,2,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
406,52,0,319,39,7969,19609,2,1,14,3,0,28,4,3,5,4,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
407,45,0,192,69,2654,9655,3,0,21,4,2,8,3,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
408,52,0,1490,30,16555,10310,2,0,13,3,0,31,2,1,5,2,1,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
409,42,0,532,92,4556,12932,2,0,11,3,1,19,3,3,5,4,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
410,30,0,317,43,6091,24793,2,0,20,4,0,11,2,3,5,4,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
411,60,0,422,41,19566,3854,5,0,11,3,0,33,5,1,29,8,11,10,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
412,46,0,1485,87,4810,26314,2,0,14,3,1,19,5,2,10,7,0,8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
413,42,0,1368,88,4523,4386,0,0,11,3,3,7,4,4,6,5,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,24,1,1448,62,3202,21972,1,1,16,3,0,6,4,3,5,3,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
415,34,1,296,33,2351,12253,0,0,16,3,1,3,3,2,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
416,38,0,1490,42,1702,12106,1,1,23,4,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
417,40,0,1398,79,18041,13022,0,0,14,3,0,21,2,3,20,15,1,12,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
418,26,0,1349,90,2886,3032,1,0,22,4,2,3,3,1,3,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
419,30,0,1400,53,2097,16734,4,0,15,3,1,9,3,1,5,3,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
420,29,0,986,93,11935,21526,1,0,18,3,0,10,2,3,10,2,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
421,29,1,408,71,2546,18300,5,0,16,3,0,6,2,4,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
422,19,1,489,52,2564,18437,1,0,12,3,0,1,3,4,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
423,30,0,1398,69,8412,2890,0,0,11,3,0,10,3,3,9,8,7,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
424,57,0,210,56,14118,22102,3,0,12,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
425,50,0,1099,88,17046,9314,0,0,15,3,1,28,2,3,27,10,15,7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
426,30,0,1116,49,2564,7181,0,0,14,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
427,60,0,1499,80,10266,2845,4,0,19,3,0,22,5,4,18,13,13,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
428,47,0,983,65,5070,7389,5,0,13,3,3,20,2,3,5,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
429,46,0,1009,51,17861,2288,6,0,13,3,0,26,2,1,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
430,35,0,144,46,4230,19225,0,0,15,3,0,6,2,3,5,4,4,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
431,54,0,548,42,3780,23428,7,0,11,3,0,19,3,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
432,34,0,1303,62,2768,8416,3,0,12,3,1,14,3,3,7,3,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
433,46,0,1125,94,9071,11563,2,1,19,3,1,15,3,3,3,2,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
434,31,0,1274,33,10648,14394,1,0,25,4,1,13,6,4,13,8,0,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
435,33,1,1277,56,13610,24619,7,1,12,3,0,15,2,4,7,6,7,7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
436,33,1,587,38,3408,6705,7,0,13,3,3,8,2,3,4,3,1,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
437,30,0,413,57,2983,18398,0,0,14,3,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
438,35,0,1276,72,7632,14295,4,1,12,3,0,10,2,3,8,7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,31,1,534,66,9824,22908,3,0,12,3,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
440,34,1,988,43,9950,11533,9,1,15,3,3,11,2,3,3,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
441,42,0,1474,97,2093,9260,4,0,17,3,1,8,4,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442,36,0,635,32,9980,15318,1,0,14,3,0,10,3,2,10,3,9,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
443,22,1,1368,99,3894,9129,5,0,16,3,0,4,3,3,2,2,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
444,48,0,163,37,4051,19658,2,0,14,3,1,14,2,3,9,7,6,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,55,0,1117,83,16835,9873,3,0,23,4,0,37,2,3,10,9,7,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
446,41,0,267,56,6230,13430,7,0,14,3,0,16,3,3,14,3,1,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
447,35,0,619,85,4717,18659,9,0,11,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
448,40,0,302,75,13237,20364,7,0,15,3,0,22,3,3,20,6,5,13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
449,39,0,443,48,3755,17872,1,0,11,3,1,8,3,3,8,3,0,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
450,31,0,828,77,6582,8346,4,1,13,3,0,10,2,4,6,5,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
451,42,0,319,56,7406,6950,1,1,21,4,1,10,5,2,10,9,5,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
452,45,0,561,61,4805,16177,0,0,19,3,1,9,3,4,8,7,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
453,26,1,426,58,2741,22808,0,1,11,3,1,8,2,2,7,7,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
454,29,0,232,34,4262,22645,4,0,12,3,2,8,2,4,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
455,33,0,922,95,16184,22578,4,0,19,3,1,10,2,3,6,1,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
456,31,0,688,44,11557,25291,9,0,21,4,1,10,3,2,5,4,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
457,18,1,1306,69,1878,8059,1,1,14,3,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
458,40,0,1094,58,10932,11373,3,0,15,3,1,20,2,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
459,41,0,509,62,6811,2112,2,1,17,3,0,10,3,3,8,7,0,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460,26,0,775,45,4306,4267,5,0,12,3,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
461,35,0,195,80,4859,6698,1,0,16,3,0,5,3,3,5,4,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
462,34,0,258,74,5337,19921,1,0,12,3,0,10,3,3,10,7,5,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
463,26,1,471,66,2340,23213,1,1,18,3,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
464,37,0,799,59,7491,23848,4,0,17,3,0,12,3,4,6,5,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
465,46,0,1034,86,10527,8984,5,0,11,3,0,28,3,2,2,2,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
